Image Path,Label
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_8.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_7.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cinco de Mayo Bar Cart - JOHNSTON STYLE_logo_6.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/🍺🌅_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/wallpapers Ringtones and Wallpapers - Free by ZEDGE™_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/The perfect day_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/The Neuromarketing Merits of “Icing”_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/The Neuromarketing Merits of “Icing”_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/The Neuromarketing Merits of “Icing”_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Estupidamente gelada_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona🍻_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona🍻_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona 🍺_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona ❤️_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/ffecaf37-c172-49de-b0d4-b19abe2c3ea8_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/corona and beach_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/ffecaf37-c172-49de-b0d4-b19abe2c3ea8_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/corona and beach_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#cerveja #limao_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#cerveja #limao_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/escobar_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/só pra comemorar__logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Una corona fría_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona beer_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Summer nights__logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/corona beer (1)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Summer nights__logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/corona beer (1)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Summer nights__logo_4.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Margot & Olivia _ Count Your Lucky Stars by Alexandria Bellefleur_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Margot & Olivia _ Count Your Lucky Stars by Alexandria Bellefleur_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Margot & Olivia _ Count Your Lucky Stars by Alexandria Bellefleur_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/beer Lemon_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/#lacoronaquetefalta_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/beer Lemon_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/beer Lemon_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona e a melhor_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Rhett Eaton_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona e a melhor_logo_4.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Rhett Eaton_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona e a melhor_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona e a melhor_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (28)_logo_4.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (28)_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (28)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (29)_logo_4.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (29)_logo_6.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (29)_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (29)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (29)_logo_9.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (29)_logo_5.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (29)_logo_8.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (30)_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (30)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/💛_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (37)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (36)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Catch you hermanos in a minute_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Catch you hermanos in a minute_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Catch you hermanos in a minute_logo_3.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (38)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/👑_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Fylp_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/b99296f4-9f00-47e2-8968-5c440346a65c_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/🤯🥵_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/365 security solution (securitycamny) - Profile _ Pinterest_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (36)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (35)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/corona extra_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (39)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (40)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (40)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (41)_logo_4.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (41)_logo_2.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Yummy too cold_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (41)_logo_1.jpg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/_ (41)_logo_3.jpg,Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Download premium psd _ image of Corona Extra beer in a glass bottle_ JANUARY 29, 2020 - BANGKOK, THAILAND by Jira about corona beer, beer, beer mockup, bottle mockup, and bar logo mockup 2355822_logo_1.jpg",Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Logo Tank Top - White - Large.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Logo PNG Vector (AI) Free Download.jpeg,Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Extra Beer Logo , Png Download - Corona Extra Logo Png, Transparent Png , Transparent Png Image - PNGitem.jpeg",Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Extra Logo PNG Vector (EPS) Free Download.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/HD Corona Beer Logo PNG.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Extra Beach Towel.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona logo.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Beer Metal Signs 12_ Round.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/c469b33e-b80f-4c57-9f21-27fad515db4d.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Cerveza corona etiqueta.jpeg,Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/CORONA EXTRA LABEL - Etsy _ Beer logo, Bottle….jpeg",Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/b7c44089-b305-4daa-903f-9e76de9ee1c4.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Shirley.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/69db22c2-3dd9-47ef-a71f-0673491e380e.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Pin en Transfer.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/7f5b9164-0138-4464-8b88-b30c3abbbbe0.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/corona.jpeg,Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Logo Beach Towel 30 x 60 inch 100% Cotton Beer Label Pool Towel, Travel, Camping, Lake (30_ x 60_, Blue).jpeg",Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/56126235-5d6f-4fb8-9ffa-9578412d8def.jpeg,Corona Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Shirts, Bikinis & Merchandise.jpeg",Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/ddd9a4e7-d0dc-4fcc-88e4-24dd6c15e06f.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Home Décor Plaques & Signs for sale _ eBay.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/Corona Extra Birthday Beer Label.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Corona Beer/e78ca017-fe6c-4a14-9af2-ab6afda67ab7.jpeg,Corona Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/ニュースリリース　2018年3月19日｜アサヒビール_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer - India Launch Ad_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (1)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (1)_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Disappearing Tiger _              Jones Knowles Ritchie  _                   Tiger Beer _          D&AD Awards 2018 Pencil Winner _     Consumer Packaging Design_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer , Kuala Lumpur , Malaysia_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Disappearing Tiger _              Jones Knowles Ritchie  _                   Tiger Beer _          D&AD Awards 2018 Pencil Winner _     Consumer Packaging Design_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Disappearing Tiger _              Jones Knowles Ritchie  _                   Tiger Beer _          D&AD Awards 2018 Pencil Winner _     Consumer Packaging Design_logo_3.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer, Pale Lager 5,0_ ABV (Singapore Brewery (Asia Pacific Breweries-Heineken), Singapur)_logo_1.jpg",Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer, Pale Lager 5,0_ ABV (Singapore Brewery (Asia Pacific Breweries-Heineken), Singapur)_logo_2.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer Celebrates 2017 Lunar New Year_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer Celebrates 2017 Lunar New Year_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/タイガー _ 日本ビール株式会社_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/タイガー _ 日本ビール株式会社_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger amplia distribuição e muda embalagem - EmbalagemMarca_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Conheça a cerveja com mais garra do mercado _ Tiger_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger amplia distribuição e muda embalagem - EmbalagemMarca_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger amplia distribuição e muda embalagem - EmbalagemMarca_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer splashes_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer splashes_logo_2.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer, Bangkok, Thaïland_logo_2.jpg",Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer, Bangkok, Thaïland_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer in Singapore_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer , Kuala Lumpur , Malaysia (1)_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer (2)_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer (2)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer (2)_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/phuongnguyen19_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/phuongnguyen19_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger (1)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cool tiger beer on a hot night_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (3)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (3)_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cop ghi nguồn_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/fc83e0cc-9a84-443d-be24-fb280a1617e4_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/fc83e0cc-9a84-443d-be24-fb280a1617e4_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/23f22522-e197-4ee3-866c-b8445165bbe3_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/_ (3)_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/23f22522-e197-4ee3-866c-b8445165bbe3_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/🍻🍺_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/ddcc9bec-1b50-4944-b4f6-f35b124114e3_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger é a nova aposta da Heineken no mercado brasileiro de puro malte_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/beer_logo_1(1).jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger é a nova aposta da Heineken no mercado brasileiro de puro malte_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger, a puro malte de Singapura, anuncia expansão nacional  — Beer Art - Portal da CERVEJA_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger silver_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/tiger beer copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger começa a ser vendida pela Heineken no Brasil - Jornal Pequeno_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger começa a ser vendida pela Heineken no Brasil - Jornal Pequeno_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details (1)_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details (1)_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details (1)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer @ Singapore (1)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer @ Singapore_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (1) copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/454_ Asia Pacific Breweries - Tiger Beer - 1000 Beers_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Bagan,  Myanmar - Tiger_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (2) copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer (3) copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (4)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (5)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer (5)_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger é a nova aposta da Heineken no mercado brasileiro de puro malte copy_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger é a nova aposta da Heineken no mercado brasileiro de puro malte copy_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer - Thong Nai Pan Noi Beach, Ko Phangan…_logo_2.jpg",Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer - Thong Nai Pan Noi Beach, Ko Phangan…_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/7bf69eb2-7063-4cd4-833e-3be2c441a05b_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/7bf69eb2-7063-4cd4-833e-3be2c441a05b_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/af3aac87-791f-453b-b6ba-2cea56c4626b_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/af3aac87-791f-453b-b6ba-2cea56c4626b_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/f09afeec-9c3a-4ad2-b275-b1038f4693aa_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/f09afeec-9c3a-4ad2-b275-b1038f4693aa_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Singapore - Tiger_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/f09afeec-9c3a-4ad2-b275-b1038f4693aa_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Do Oriente ao Ocidente – A Ascensão Global da Cerveja Tiger_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/98d65f38-c6f3-4417-bf24-c673f402dcea_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Do Oriente ao Ocidente – A Ascensão Global da Cerveja Tiger_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Album Archive_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger beer (6)_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Bui vien streer_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Brevemente vou fazer um artigo sobre as melhores…_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/😴😴_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/cbb44ccc-5e72-492d-a019-cbcc304e4b85_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/cbb44ccc-5e72-492d-a019-cbcc304e4b85_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/cbb44ccc-5e72-492d-a019-cbcc304e4b85_logo_4.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/cbb44ccc-5e72-492d-a019-cbcc304e4b85_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer Campaign_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer Campaign_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer Campaign_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Time to take down and tame the Tiger(s)__logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/beer – Jetwashphotos_com_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Lager Beer, Roaring!!!_logo_1.jpg",Tiger Beer
